CALLS UPDATED,CALLS VOLUME,CALLS HIGH,CALLS LOW,CALLS PRIOR SETTLE,CALLS CHANGE,CALLS LAST,PUTS LAST,PUTS CHANGE,PUTS PRIOR SETTLE,PUTS LOW,PUTS HIGH,PUTS VOLUME,PUTS UPDATED,STRIKE PRICE,Date
08:23:03 CT 05 Feb 2021,0,0,0,0.3116,0,0,18:04:03 CT 04 Feb 2021,0,0,0,0.4670,0,0,2890.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3184,0,0,18:06:07 CT 04 Feb 2021,0,0,0,0.4538,0,0,2870.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.3255,0,0,18:04:42 CT 04 Feb 2021,0,0,0,0.4410,0,0,2850.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4419,0,0,18:04:37 CT 04 Feb 2021,0,0,0,0.2778,0,0,2570.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3513,0,0,18:04:18 CT 04 Feb 2021,0,0,0,0.3969,0,0,2780.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3552,0,0,18:05:02 CT 04 Feb 2021,0,0,0,0.3908,0,0,2770.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3631,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.3721,0,0,2750.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3834,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.3425,0,0,2700.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3919,0,0,18:04:22 CT 04 Feb 2021,0,0,0,0.3377,0,0,2680.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.3962,0,0,18:04:52 CT 04 Feb 2021,0,0,0,0.3320,0,0,2670.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4005,0,0,18:04:46 CT 04 Feb 2021,0,0,0,0.3263,0,0,2660.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4049,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.3140,0,0,2650.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4093,0,0,18:04:34 CT 04 Feb 2021,0,0,0,0.3152,0,0,2640.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4276,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2867,0,0,2600.0,2023-01-01
18:04:05 CT 04 Feb 2021,0,0,0,0.2747,0,0,18:04:20 CT 04 Feb 2021,0,0,0,0.5767,0,0,3050.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.3437,0,0,18:05:11 CT 04 Feb 2021,0,0,0,0.4093,0,0,2800.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.2481,0,0,18:04:25 CT 04 Feb 2021,0,0,0,0.6127,0,0,3100.0,2023-01-01
18:04:06 CT 04 Feb 2021,0,0,0,0.0780,0,0,18:04:25 CT 04 Feb 2021,0,0,0,1.6800,0,0,4350.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2228,0,0,18:04:34 CT 04 Feb 2021,0,0,0,0.6870,0,0,3200.0,2023-01-01
18:04:31 CT 04 Feb 2021,0,0,0,0.4660,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2610,0,0,2550.0,2023-01-01
18:04:08 CT 04 Feb 2021,0,0,0,0.0815,0,0,18:04:25 CT 04 Feb 2021,0,0,0,1.6335,0,0,4300.0,2023-01-01
18:03:57 CT 04 Feb 2021,0,0,0,0.0853,0,0,18:05:18 CT 04 Feb 2021,0,0,0,1.5873,0,0,4250.0,2023-01-01
18:05:36 CT 04 Feb 2021,0,0,0,0.0892,0,0,18:04:24 CT 04 Feb 2021,0,0,0,1.5412,0,0,4200.0,2023-01-01
18:05:36 CT 04 Feb 2021,0,0,0,0.0934,0,0,18:04:09 CT 04 Feb 2021,0,0,0,1.4954,0,0,4150.0,2023-01-01
18:03:57 CT 04 Feb 2021,0,0,0,0.0978,0,0,18:04:08 CT 04 Feb 2021,0,0,0,1.4498,0,0,4100.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.1025,0,0,18:05:18 CT 04 Feb 2021,0,0,0,1.4045,0,0,4050.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0991,0,0,18:04:23 CT 04 Feb 2021,0,0,0,1.3594,0,0,4000.0,2023-01-01
18:04:11 CT 04 Feb 2021,0,0,0,0.1125,0,0,18:05:33 CT 04 Feb 2021,0,0,0,1.3145,0,0,3950.0,2023-01-01
18:05:02 CT 04 Feb 2021,0,0,0,0.1179,0,0,18:05:15 CT 04 Feb 2021,0,0,0,1.2699,0,0,3900.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.1236,0,0,18:04:25 CT 04 Feb 2021,0,0,0,1.2256,0,0,3850.0,2023-01-01
18:04:16 CT 04 Feb 2021,0,0,0,0.2475,0,0,18:04:04 CT 04 Feb 2021,0,0,0,0.6495,0,0,3150.0,2023-01-01
18:03:59 CT 04 Feb 2021,0,0,0,0.1296,0,0,18:04:15 CT 04 Feb 2021,0,0,0,1.1816,0,0,3800.0,2023-01-01
18:05:31 CT 04 Feb 2021,0,0,0,0.1427,0,0,18:04:29 CT 04 Feb 2021,0,0,0,1.0947,0,0,3700.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1399,0,0,18:04:04 CT 04 Feb 2021,0,0,0,1.0517,0,0,3650.0,2023-01-01
18:04:57 CT 04 Feb 2021,0,0,0,0.1572,0,0,18:04:25 CT 04 Feb 2021,0,0,0,1.0092,0,0,3600.0,2023-01-01
18:04:05 CT 04 Feb 2021,0,0,0,0.1650,0,0,18:04:08 CT 04 Feb 2021,0,0,0,0.9670,0,0,3550.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1628,0,0,18:05:57 CT 04 Feb 2021,0,0,0,0.9253,0,0,3500.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.1696,0,0,18:05:42 CT 04 Feb 2021,0,0,0,0.8924,0,0,3460.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.1822,0,0,18:04:25 CT 04 Feb 2021,0,0,0,0.8842,0,0,3450.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.1916,0,0,18:04:40 CT 04 Feb 2021,0,0,0,0.8436,0,0,3400.0,2023-01-01
18:04:41 CT 04 Feb 2021,0,0,0,0.2015,0,0,18:04:48 CT 04 Feb 2021,0,0,0,0.8035,0,0,3350.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2004,0,0,18:04:15 CT 04 Feb 2021,0,0,0,0.7640,0,0,3300.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2113,0,0,18:04:25 CT 04 Feb 2021,0,0,0,0.7252,0,0,3250.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1266,0,0,18:04:38 CT 04 Feb 2021,0,0,0,1.1380,0,0,3750.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4568,0,0,18:05:37 CT 04 Feb 2021,0,0,0,0.2628,0,0,2540.0,2023-01-01
18:05:08 CT 04 Feb 2021,0,0,0,2.6980,0,0,18:05:10 CT 04 Feb 2021,0,0,0,0.0001,0,0,50.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4993,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2186,0,0,2460.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,1.5497,0,0,18:05:25 CT 04 Feb 2021,0,0,0,0.0017,0,0,1200.0,2023-01-01
18:05:44 CT 04 Feb 2021,0,0,0,1.5991,0,0,18:04:27 CT 04 Feb 2021,0,0,0,0.0011,0,0,1150.0,2023-01-01
18:05:25 CT 04 Feb 2021,0,0,0,1.6487,0,0,18:04:46 CT 04 Feb 2021,0,0,0,0.0007,0,0,1100.0,2023-01-01
18:03:44 CT 04 Feb 2021,0,0,0,1.6985,0,0,18:05:49 CT 04 Feb 2021,0,0,0,0.0005,0,0,1050.0,2023-01-01
18:06:14 CT 04 Feb 2021,0,0,0,1.7483,0,0,18:06:01 CT 04 Feb 2021,0,0,0,0.0003,0,0,1000.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,1.7982,0,0,18:04:28 CT 04 Feb 2021,0,0,0,0.0002,0,0,950.0,2023-01-01
18:05:15 CT 04 Feb 2021,0,0,0,1.8481,0,0,18:04:25 CT 04 Feb 2021,0,0,0,0.0001,0,0,900.0,2023-01-01
18:05:53 CT 04 Feb 2021,0,0,0,1.8980,0,0,18:04:25 CT 04 Feb 2021,0,0,0,0.0001,0,0,850.0,2023-01-01
18:06:12 CT 04 Feb 2021,0,0,0,1.9480,0,0,18:04:02 CT 04 Feb 2021,0,0,0,0.0001,0,0,800.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,1.9980,0,0,18:05:55 CT 04 Feb 2021,0,0,0,0.0001,0,0,750.0,2023-01-01
18:04:47 CT 04 Feb 2021,0,0,0,2.0480,0,0,18:06:15 CT 04 Feb 2021,0,0,0,0.0001,0,0,700.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,2.0980,0,0,18:04:24 CT 04 Feb 2021,0,0,0,0.0001,0,0,650.0,2023-01-01
18:04:11 CT 04 Feb 2021,0,0,0,2.1480,0,0,18:04:29 CT 04 Feb 2021,0,0,0,0.0001,0,0,600.0,2023-01-01
18:04:25 CT 04 Feb 2021,0,0,0,2.1980,0,0,18:05:33 CT 04 Feb 2021,0,0,0,0.0001,0,0,550.0,2023-01-01
18:05:10 CT 04 Feb 2021,0,0,0,2.2480,0,0,18:05:13 CT 04 Feb 2021,0,0,0,0.0001,0,0,500.0,2023-01-01
18:05:08 CT 04 Feb 2021,0,0,0,2.2980,0,0,18:03:57 CT 04 Feb 2021,0,0,0,0.0001,0,0,450.0,2023-01-01
18:04:54 CT 04 Feb 2021,0,0,0,2.3480,0,0,18:03:55 CT 04 Feb 2021,0,0,0,0.0001,0,0,400.0,2023-01-01
18:05:08 CT 04 Feb 2021,0,0,0,2.3980,0,0,18:05:10 CT 04 Feb 2021,0,0,0,0.0001,0,0,350.0,2023-01-01
18:05:10 CT 04 Feb 2021,0,0,0,2.4480,0,0,18:05:10 CT 04 Feb 2021,0,0,0,0.0001,0,0,300.0,2023-01-01
18:04:35 CT 04 Feb 2021,0,0,0,2.4980,0,0,18:05:26 CT 04 Feb 2021,0,0,0,0.0001,0,0,250.0,2023-01-01
18:06:00 CT 04 Feb 2021,0,0,0,2.5980,0,0,18:05:43 CT 04 Feb 2021,0,0,0,0.0001,0,0,150.0,2023-01-01
18:05:08 CT 04 Feb 2021,0,0,0,2.6480,0,0,18:05:10 CT 04 Feb 2021,0,0,0,0.0001,0,0,100.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.0746,0,0,18:04:33 CT 04 Feb 2021,0,0,0,1.7266,0,0,4400.0,2023-01-01
18:04:03 CT 04 Feb 2021,0,0,0,1.5005,0,0,18:03:52 CT 04 Feb 2021,0,0,0,0.0025,0,0,1250.0,2023-01-01
18:05:17 CT 04 Feb 2021,0,0,0,1.4515,0,0,18:06:06 CT 04 Feb 2021,0,0,0,0.0035,0,0,1300.0,2023-01-01
18:04:37 CT 04 Feb 2021,0,0,0,1.4028,0,0,18:05:50 CT 04 Feb 2021,0,0,0,0.0048,0,0,1350.0,2023-01-01
18:03:45 CT 04 Feb 2021,0,0,0,1.3545,0,0,18:04:32 CT 04 Feb 2021,0,0,0,0.0065,0,0,1400.0,2023-01-01
18:05:37 CT 04 Feb 2021,0,0,0,0.5189,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2141,0,0,2450.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.5104,0,0,18:04:28 CT 04 Feb 2021,0,0,0,0.2162,0,0,2440.0,2023-01-01
18:04:33 CT 04 Feb 2021,0,0,0,0.5358,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2011,0,0,2420.0,2023-01-01
18:04:42 CT 04 Feb 2021,0,0,0,0.5474,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1927,0,0,2400.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.5451,0,0,18:04:51 CT 04 Feb 2021,0,0,0,0.1908,0,0,2380.0,2023-01-01
18:05:07 CT 04 Feb 2021,0,0,0,0.5772,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1727,0,0,2350.0,2023-01-01
18:05:44 CT 04 Feb 2021,0,0,0,0.6085,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1542,0,0,2300.0,2023-01-01
18:06:01 CT 04 Feb 2021,0,0,0,0.6411,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1370,0,0,2250.0,2023-01-01
18:06:03 CT 04 Feb 2021,0,0,0,0.6749,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1211,0,0,2200.0,2023-01-01
18:06:15 CT 04 Feb 2021,0,0,0,0.7099,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1064,0,0,2150.0,2023-01-01
18:06:04 CT 04 Feb 2021,0,0,0,0.7460,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0928,0,0,2100.0,2023-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4776,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2369,0,0,2500.0,2023-01-01
18:06:06 CT 04 Feb 2021,0,0,0,0.7834,0,0,18:04:15 CT 04 Feb 2021,0,0,0,0.0854,0,0,2050.0,2023-01-01
18:05:06 CT 04 Feb 2021,0,0,0,0.8616,0,0,18:05:05 CT 04 Feb 2021,0,0,0,0.0636,0,0,1950.0,2023-01-01
18:04:16 CT 04 Feb 2021,0,0,0,0.9023,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0505,0,0,1900.0,2023-01-01
18:03:54 CT 04 Feb 2021,0,0,0,0.9440,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0425,0,0,1850.0,2023-01-01
18:03:46 CT 04 Feb 2021,0,0,0,0.9867,0,0,18:04:18 CT 04 Feb 2021,0,0,0,0.0387,0,0,1800.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,1.0302,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0294,0,0,1750.0,2023-01-01
18:03:49 CT 04 Feb 2021,0,0,0,1.0747,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0241,0,0,1700.0,2023-01-01
18:05:53 CT 04 Feb 2021,0,0,0,1.1198,0,0,18:04:42 CT 04 Feb 2021,0,0,0,0.0218,0,0,1650.0,2023-01-01
18:04:54 CT 04 Feb 2021,0,0,0,1.1657,0,0,18:06:13 CT 04 Feb 2021,0,0,0,0.0177,0,0,1600.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,1.2122,0,0,18:04:24 CT 04 Feb 2021,0,0,0,0.0142,0,0,1550.0,2023-01-01
18:04:31 CT 04 Feb 2021,0,0,0,1.2592,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0099,0,0,1500.0,2023-01-01
18:05:27 CT 04 Feb 2021,0,0,0,1.3066,0,0,18:05:55 CT 04 Feb 2021,0,0,0,0.0086,0,0,1450.0,2023-01-01
18:04:16 CT 04 Feb 2021,0,0,0,0.8220,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0694,0,0,2000.0,2023-01-01
18:03:54 CT 04 Feb 2021,0,0,0,0.0714,0,0,18:04:24 CT 04 Feb 2021,0,0,0,1.7734,0,0,4450.0,2023-01-01
18:05:08 CT 04 Feb 2021,0,0,0,2.5480,0,0,18:04:27 CT 04 Feb 2021,0,0,0,0.0001,0,0,200.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.0654,0,0,18:05:52 CT 04 Feb 2021,0,0,0,1.8674,0,0,4550.0,2023-01-01
18:05:30 CT 04 Feb 2021,0,0,0,0.0003,0,0,18:04:16 CT 04 Feb 2021,0,0,0,8.0023,0,0,10750.0,2023-01-01
18:06:00 CT 04 Feb 2021,0,0,0,0.0004,0,0,18:03:54 CT 04 Feb 2021,0,0,0,7.7524,0,0,10500.0,2023-01-01
18:05:46 CT 04 Feb 2021,0,0,0,0.0005,0,0,18:04:16 CT 04 Feb 2021,0,0,0,7.5025,0,0,10250.0,2023-01-01
18:05:14 CT 04 Feb 2021,0,0,0,0.0006,0,0,18:03:53 CT 04 Feb 2021,0,0,0,7.2526,0,0,10000.0,2023-01-01
18:03:53 CT 04 Feb 2021,0,0,0,0.0007,0,0,18:04:16 CT 04 Feb 2021,0,0,0,7.0027,0,0,9750.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0009,0,0,18:04:16 CT 04 Feb 2021,0,0,0,6.7529,0,0,9500.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0011,0,0,18:04:58 CT 04 Feb 2021,0,0,0,6.5031,0,0,9250.0,2023-01-01
18:03:54 CT 04 Feb 2021,0,0,0,0.0014,0,0,18:05:58 CT 04 Feb 2021,0,0,0,6.2534,0,0,9000.0,2023-01-01
18:04:56 CT 04 Feb 2021,0,0,0,0.0017,0,0,18:05:27 CT 04 Feb 2021,0,0,0,6.0037,0,0,8750.0,2023-01-01
18:04:08 CT 04 Feb 2021,0,0,0,0.0021,0,0,18:04:53 CT 04 Feb 2021,0,0,0,5.7541,0,0,8500.0,2023-01-01
18:06:08 CT 04 Feb 2021,0,0,0,0.0026,0,0,18:05:52 CT 04 Feb 2021,0,0,0,5.5046,0,0,8250.0,2023-01-01
18:04:00 CT 04 Feb 2021,0,0,0,0.0003,0,0,18:05:31 CT 04 Feb 2021,0,0,0,8.2523,0,0,11000.0,2023-01-01
18:03:54 CT 04 Feb 2021,0,0,0,0.0033,0,0,18:04:14 CT 04 Feb 2021,0,0,0,5.2553,0,0,8000.0,2023-01-01
18:05:57 CT 04 Feb 2021,0,0,0,0.0036,0,0,18:04:53 CT 04 Feb 2021,0,0,0,5.1556,0,0,7900.0,2023-01-01
18:04:21 CT 04 Feb 2021,0,0,0,0.0038,0,0,18:04:55 CT 04 Feb 2021,0,0,0,5.1058,0,0,7850.0,2023-01-01
18:04:47 CT 04 Feb 2021,0,0,0,0.0039,0,0,18:04:37 CT 04 Feb 2021,0,0,0,5.0559,0,0,7800.0,2023-01-01
18:05:49 CT 04 Feb 2021,0,0,0,0.0041,0,0,18:04:14 CT 04 Feb 2021,0,0,0,5.0061,0,0,7750.0,2023-01-01
18:05:02 CT 04 Feb 2021,0,0,0,0.0043,0,0,18:04:59 CT 04 Feb 2021,0,0,0,4.9563,0,0,7700.0,2023-01-01
18:03:51 CT 04 Feb 2021,0,0,0,0.0045,0,0,18:04:24 CT 04 Feb 2021,0,0,0,4.9065,0,0,7650.0,2023-01-01
18:06:14 CT 04 Feb 2021,0,0,0,0.0047,0,0,18:05:37 CT 04 Feb 2021,0,0,0,4.8567,0,0,7600.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.0049,0,0,18:04:24 CT 04 Feb 2021,0,0,0,4.8069,0,0,7550.0,2023-01-01
18:05:05 CT 04 Feb 2021,0,0,0,0.0051,0,0,18:04:31 CT 04 Feb 2021,0,0,0,4.7571,0,0,7500.0,2023-01-01
18:05:03 CT 04 Feb 2021,0,0,0,0.0054,0,0,18:04:25 CT 04 Feb 2021,0,0,0,4.7074,0,0,7450.0,2023-01-01
18:04:10 CT 04 Feb 2021,0,0,0,0.0056,0,0,18:04:25 CT 04 Feb 2021,0,0,0,4.6576,0,0,7400.0,2023-01-01
18:05:53 CT 04 Feb 2021,0,0,0,0.0034,0,0,18:06:06 CT 04 Feb 2021,0,0,0,5.2054,0,0,7950.0,2023-01-01
18:05:49 CT 04 Feb 2021,0,0,0,0.0059,0,0,18:04:59 CT 04 Feb 2021,0,0,0,4.6079,0,0,7350.0,2023-01-01
18:05:08 CT 04 Feb 2021,0,0,0,0.0002,0,0,18:04:25 CT 04 Feb 2021,0,0,0,8.5022,0,0,11250.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0002,0,0,18:04:16 CT 04 Feb 2021,0,0,0,9.0022,0,0,11750.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0620,0,0,18:06:08 CT 04 Feb 2021,0,0,0,1.8204,0,0,4500.0,2023-01-01
18:04:52 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:59 CT 04 Feb 2021,0,0,0,15.0020,0,0,17750.0,2023-01-01
18:03:54 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:06:15 CT 04 Feb 2021,0,0,0,14.5020,0,0,17250.0,2023-01-01
18:06:06 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:42 CT 04 Feb 2021,0,0,0,14.2520,0,0,17000.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:25 CT 04 Feb 2021,0,0,0,14.0020,0,0,16750.0,2023-01-01
18:04:24 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:25 CT 04 Feb 2021,0,0,0,13.7520,0,0,16500.0,2023-01-01
18:03:52 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:35 CT 04 Feb 2021,0,0,0,13.5020,0,0,16250.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:11 CT 04 Feb 2021,0,0,0,13.2520,0,0,16000.0,2023-01-01
18:05:26 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:06:08 CT 04 Feb 2021,0,0,0,13.0020,0,0,15750.0,2023-01-01
18:04:56 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:15 CT 04 Feb 2021,0,0,0,12.7520,0,0,15500.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:45 CT 04 Feb 2021,0,0,0,12.5020,0,0,15250.0,2023-01-01
18:04:54 CT 04 Feb 2021,0,0,0,0.0002,0,0,18:04:16 CT 04 Feb 2021,0,0,0,8.7522,0,0,11500.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:17 CT 04 Feb 2021,0,0,0,12.2520,0,0,15000.0,2023-01-01
18:04:09 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:05 CT 04 Feb 2021,0,0,0,11.7520,0,0,14500.0,2023-01-01
18:06:08 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:16 CT 04 Feb 2021,0,0,0,11.5020,0,0,14250.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:15 CT 04 Feb 2021,0,0,0,11.2520,0,0,14000.0,2023-01-01
18:04:27 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:53 CT 04 Feb 2021,0,0,0,11.0020,0,0,13750.0,2023-01-01
18:05:44 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:06 CT 04 Feb 2021,0,0,0,10.7520,0,0,13500.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:27 CT 04 Feb 2021,0,0,0,10.5021,0,0,13250.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:16 CT 04 Feb 2021,0,0,0,10.2521,0,0,13000.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:32 CT 04 Feb 2021,0,0,0,10.0021,0,0,12750.0,2023-01-01
18:03:58 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:16 CT 04 Feb 2021,0,0,0,9.7521,0,0,12500.0,2023-01-01
18:05:15 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:06:00 CT 04 Feb 2021,0,0,0,9.5021,0,0,12250.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:43 CT 04 Feb 2021,0,0,0,9.2521,0,0,12000.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:16 CT 04 Feb 2021,0,0,0,12.0020,0,0,14750.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.0061,0,0,18:05:24 CT 04 Feb 2021,0,0,0,4.5581,0,0,7300.0,2023-01-01
18:04:35 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:16 CT 04 Feb 2021,0,0,0,14.7520,0,0,17500.0,2023-01-01
18:04:12 CT 04 Feb 2021,0,0,0,0.0067,0,0,18:05:22 CT 04 Feb 2021,0,0,0,4.4587,0,0,7200.0,2023-01-01
18:05:23 CT 04 Feb 2021,0,0,0,0.0229,0,0,18:04:45 CT 04 Feb 2021,0,0,0,3.0249,0,0,5750.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.0239,0,0,18:04:01 CT 04 Feb 2021,0,0,0,2.9759,0,0,5700.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.0249,0,0,18:04:46 CT 04 Feb 2021,0,0,0,2.9269,0,0,5650.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0260,0,0,18:03:52 CT 04 Feb 2021,0,0,0,2.8780,0,0,5600.0,2023-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0271,0,0,18:05:51 CT 04 Feb 2021,0,0,0,2.8291,0,0,5550.0,2023-01-01
18:03:54 CT 04 Feb 2021,0,0,0,0.0283,0,0,18:05:52 CT 04 Feb 2021,0,0,0,2.7803,0,0,5500.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.0296,0,0,18:04:53 CT 04 Feb 2021,0,0,0,2.7316,0,0,5450.0,2023-01-01
18:05:01 CT 04 Feb 2021,0,0,0,0.0309,0,0,18:05:52 CT 04 Feb 2021,0,0,0,2.6829,0,0,5400.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0284,0,0,18:05:03 CT 04 Feb 2021,0,0,0,2.6343,0,0,5350.0,2023-01-01
18:05:50 CT 04 Feb 2021,0,0,0,0.0337,0,0,18:04:24 CT 04 Feb 2021,0,0,0,2.5857,0,0,5300.0,2023-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.0352,0,0,18:04:14 CT 04 Feb 2021,0,0,0,2.5372,0,0,5250.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.0220,0,0,18:05:06 CT 04 Feb 2021,0,0,0,3.0740,0,0,5800.0,2023-01-01
18:05:31 CT 04 Feb 2021,0,0,0,0.0368,0,0,18:04:25 CT 04 Feb 2021,0,0,0,2.4888,0,0,5200.0,2023-01-01
18:05:44 CT 04 Feb 2021,0,0,0,0.0402,0,0,18:04:20 CT 04 Feb 2021,0,0,0,2.3922,0,0,5100.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.0420,0,0,18:04:19 CT 04 Feb 2021,0,0,0,2.3440,0,0,5050.0,2023-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0391,0,0,18:04:54 CT 04 Feb 2021,0,0,0,2.2959,0,0,5000.0,2023-01-01
18:06:00 CT 04 Feb 2021,0,0,0,0.0458,0,0,18:04:19 CT 04 Feb 2021,0,0,0,2.2478,0,0,4950.0,2023-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.0479,0,0,18:04:24 CT 04 Feb 2021,0,0,0,2.1999,0,0,4900.0,2023-01-01
18:04:16 CT 04 Feb 2021,0,0,0,0.0500,0,0,18:06:07 CT 04 Feb 2021,0,0,0,2.1520,0,0,4850.0,2023-01-01
