CALLS UPDATED,CALLS VOLUME,CALLS HIGH,CALL SLOW,CALLS PRIOR SETTLE,CALLS CHANGE,CALLS LAST,PUTS LAST,PUTS CHANGE,PUTS PRIOR SETTLE,PUTS LOW,PUTS HIGH,PUTS VOLUME,PUTS UPDATED,STRIKE PRICE,Date
08:20:17 CT 03 Feb 2021,0,-,-,0.3088,-,-,-,-,0.2798,-,-,0,08:20:18 CT 03 Feb 2021,2500.0,2022-09-01
18:29:24 CT 02 Feb 2021,0,-,-,2.482,-,-,-,-,0.0001,-,-,0,18:30:30 CT 02 Feb 2021,50.0,2022-09-01
18:30:25 CT 02 Feb 2021,0,-,-,0.335,-,-,-,-,0.2549,-,-,0,08:20:17 CT 03 Feb 2021,2450.0,2022-09-01
18:31:24 CT 02 Feb 2021,0,-,-,1.3835,-,-,-,-,0.0015,-,-,0,18:29:56 CT 02 Feb 2021,1150.0,2022-09-01
18:29:49 CT 02 Feb 2021,0,-,-,1.433,-,-,-,-,0.001,-,-,0,18:30:37 CT 02 Feb 2021,1100.0,2022-09-01
18:29:38 CT 02 Feb 2021,0,-,-,1.4826,-,-,-,-,0.0006,-,-,0,18:30:44 CT 02 Feb 2021,1050.0,2022-09-01
18:29:21 CT 02 Feb 2021,0,-,-,1.5324,-,-,-,-,0.0004,-,-,0,18:30:51 CT 02 Feb 2021,1000.0,2022-09-01
18:29:26 CT 02 Feb 2021,0,-,-,1.5822,-,-,-,-,0.0002,-,-,0,18:30:44 CT 02 Feb 2021,950.0,2022-09-01
18:29:19 CT 02 Feb 2021,0,-,-,1.6321,-,-,-,-,0.0001,-,-,0,18:30:09 CT 02 Feb 2021,900.0,2022-09-01
18:30:53 CT 02 Feb 2021,0,-,-,1.6821,-,-,-,-,0.0001,-,-,0,18:30:24 CT 02 Feb 2021,850.0,2022-09-01
18:29:11 CT 02 Feb 2021,0,-,-,1.732,-,-,-,-,0.0001,-,-,0,18:30:45 CT 02 Feb 2021,800.0,2022-09-01
18:30:50 CT 02 Feb 2021,0,-,-,1.782,-,-,-,-,0.0001,-,-,0,18:30:51 CT 02 Feb 2021,750.0,2022-09-01
18:29:31 CT 02 Feb 2021,0,-,-,1.832,-,-,-,-,0.0001,-,-,0,18:30:44 CT 02 Feb 2021,700.0,2022-09-01
18:29:29 CT 02 Feb 2021,0,-,-,1.882,-,-,-,-,0.0001,-,-,0,18:30:53 CT 02 Feb 2021,650.0,2022-09-01
18:29:57 CT 02 Feb 2021,0,-,-,1.932,-,-,-,-,0.0001,-,-,0,18:30:15 CT 02 Feb 2021,600.0,2022-09-01
18:29:54 CT 02 Feb 2021,0,-,-,1.982,-,-,-,-,0.0001,-,-,0,18:31:11 CT 02 Feb 2021,550.0,2022-09-01
18:30:30 CT 02 Feb 2021,0,-,-,2.032,-,-,-,-,0.0001,-,-,0,18:30:30 CT 02 Feb 2021,500.0,2022-09-01
18:30:30 CT 02 Feb 2021,0,-,-,2.082,-,-,-,-,0.0001,-,-,0,18:30:06 CT 02 Feb 2021,450.0,2022-09-01
18:31:19 CT 02 Feb 2021,0,-,-,2.132,-,-,-,-,0.0001,-,-,0,18:30:30 CT 02 Feb 2021,400.0,2022-09-01
18:29:34 CT 02 Feb 2021,0,-,-,2.182,-,-,-,-,0.0001,-,-,0,18:30:30 CT 02 Feb 2021,350.0,2022-09-01
18:30:30 CT 02 Feb 2021,0,-,-,2.232,-,-,-,-,0.0001,-,-,0,18:30:47 CT 02 Feb 2021,300.0,2022-09-01
18:30:56 CT 02 Feb 2021,0,-,-,2.282,-,-,-,-,0.0001,-,-,0,18:29:23 CT 02 Feb 2021,250.0,2022-09-01
18:30:30 CT 02 Feb 2021,0,-,-,2.332,-,-,-,-,0.0001,-,-,0,18:30:30 CT 02 Feb 2021,200.0,2022-09-01
18:31:13 CT 02 Feb 2021,0,-,-,2.382,-,-,-,-,0.0001,-,-,0,18:31:13 CT 02 Feb 2021,150.0,2022-09-01
18:30:30 CT 02 Feb 2021,0,-,-,2.432,-,-,-,-,0.0001,-,-,0,18:30:30 CT 02 Feb 2021,100.0,2022-09-01
18:31:23 CT 02 Feb 2021,0,-,-,0.0109,-,-,-,-,1.7789,-,-,0,18:31:33 CT 02 Feb 2021,4300.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,1.3343,-,-,-,-,0.0023,-,-,0,18:31:01 CT 02 Feb 2021,1200.0,2022-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.3287,-,-,-,-,0.2598,-,-,0,08:20:17 CT 03 Feb 2021,2460.0,2022-09-01
18:30:36 CT 02 Feb 2021,0,-,-,1.2854,-,-,-,-,0.0034,-,-,0,18:29:13 CT 02 Feb 2021,1250.0,2022-09-01
18:31:19 CT 02 Feb 2021,0,-,-,1.1886,-,-,-,-,0.0066,-,-,0,18:29:30 CT 02 Feb 2021,1350.0,2022-09-01
18:29:54 CT 02 Feb 2021,0,-,-,0.3511,-,-,-,-,0.2406,-,-,0,08:20:18 CT 03 Feb 2021,2420.0,2022-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.3602,-,-,-,-,0.2313,-,-,0,08:20:17 CT 03 Feb 2021,2400.0,2022-09-01
08:20:18 CT 03 Feb 2021,0,-,-,0.3711,-,-,-,-,0.2211,-,-,0,18:30:11 CT 02 Feb 2021,2380.0,2022-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.3878,-,-,-,-,0.209,-,-,0,08:20:17 CT 03 Feb 2021,2350.0,2022-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.4168,-,-,-,-,0.188,-,-,0,08:20:17 CT 03 Feb 2021,2300.0,2022-09-01
18:31:21 CT 02 Feb 2021,0,-,-,0.4507,-,-,-,-,0.1683,-,-,0,08:20:17 CT 03 Feb 2021,2250.0,2022-09-01
18:31:16 CT 02 Feb 2021,0,-,-,0.4828,-,-,-,-,0.15,-,-,0,08:20:17 CT 03 Feb 2021,2200.0,2022-09-01
18:29:12 CT 02 Feb 2021,0,-,-,0.5162,-,-,-,-,0.133,-,-,0,08:20:18 CT 03 Feb 2021,2150.0,2022-09-01
18:30:50 CT 02 Feb 2021,0,-,-,0.5507,-,-,-,-,0.1173,-,-,0,08:20:17 CT 03 Feb 2021,2100.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.5863,-,-,-,-,0.1043,-,-,0,18:31:25 CT 02 Feb 2021,2050.0,2022-09-01
18:29:35 CT 02 Feb 2021,0,-,-,0.6232,-,-,-,-,0.0897,-,-,0,08:20:18 CT 03 Feb 2021,2000.0,2022-09-01
18:30:48 CT 02 Feb 2021,0,-,-,0.6612,-,-,-,-,0.0777,-,-,0,08:20:17 CT 03 Feb 2021,1950.0,2022-09-01
18:29:52 CT 02 Feb 2021,0,-,-,0.7002,-,-,-,-,0.0668,-,-,0,08:20:17 CT 03 Feb 2021,1900.0,2022-09-01
18:30:45 CT 02 Feb 2021,0,-,-,0.7404,-,-,-,-,0.0571,-,-,0,08:20:18 CT 03 Feb 2021,1850.0,2022-09-01
18:30:07 CT 02 Feb 2021,0,-,-,0.7816,-,-,-,-,0.0496,-,-,0,18:30:44 CT 02 Feb 2021,1800.0,2022-09-01
18:29:45 CT 02 Feb 2021,0,-,-,0.8237,-,-,-,-,0.0406,-,-,0,08:20:17 CT 03 Feb 2021,1750.0,2022-09-01
18:29:27 CT 02 Feb 2021,0,-,-,0.8669,-,-,-,-,0.0338,-,-,0,08:20:18 CT 03 Feb 2021,1700.0,2022-09-01
18:30:45 CT 02 Feb 2021,0,-,-,0.9108,-,-,-,-,0.0288,-,-,0,18:29:30 CT 02 Feb 2021,1650.0,2022-09-01
18:30:15 CT 02 Feb 2021,0,-,-,0.9556,-,-,-,-,0.0236,-,-,0,18:30:06 CT 02 Feb 2021,1600.0,2022-09-01
18:29:10 CT 02 Feb 2021,0,-,-,1.0011,-,-,-,-,0.0191,-,-,0,18:29:20 CT 02 Feb 2021,1550.0,2022-09-01
18:30:42 CT 02 Feb 2021,0,-,-,1.0472,-,-,-,-,0.0147,-,-,0,08:20:17 CT 03 Feb 2021,1500.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,1.0937,-,-,-,-,0.0117,-,-,0,18:31:37 CT 02 Feb 2021,1450.0,2022-09-01
18:29:24 CT 02 Feb 2021,0,-,-,1.1409,-,-,-,-,0.0089,-,-,0,18:31:24 CT 02 Feb 2021,1400.0,2022-09-01
18:31:14 CT 02 Feb 2021,0,-,-,1.2367,-,-,-,-,0.0047,-,-,0,18:30:56 CT 02 Feb 2021,1300.0,2022-09-01
18:29:47 CT 02 Feb 2021,0,-,-,0.0101,-,-,-,-,1.8281,-,-,0,18:30:45 CT 02 Feb 2021,4350.0,2022-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.2759,-,-,-,-,0.3135,-,-,0,18:29:57 CT 02 Feb 2021,2570.0,2022-09-01
18:31:36 CT 02 Feb 2021,0,-,-,0.0088,-,-,-,-,1.9268,-,-,0,18:30:47 CT 02 Feb 2021,4450.0,2022-09-01
18:30:44 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,8.218,-,-,0,18:31:24 CT 02 Feb 2021,10750.0,2022-09-01
18:29:11 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,7.968,-,-,0,18:30:52 CT 02 Feb 2021,10500.0,2022-09-01
18:30:44 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,7.718,-,-,0,18:30:49 CT 02 Feb 2021,10250.0,2022-09-01
18:29:39 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,7.4681,-,-,0,18:30:49 CT 02 Feb 2021,10000.0,2022-09-01
18:31:18 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,7.2181,-,-,0,18:29:59 CT 02 Feb 2021,9750.0,2022-09-01
18:30:42 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,6.9681,-,-,0,18:29:20 CT 02 Feb 2021,9500.0,2022-09-01
18:29:37 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,6.7181,-,-,0,18:31:17 CT 02 Feb 2021,9250.0,2022-09-01
18:30:58 CT 02 Feb 2021,0,-,-,0.0002,-,-,-,-,6.4682,-,-,0,18:31:27 CT 02 Feb 2021,9000.0,2022-09-01
18:29:33 CT 02 Feb 2021,0,-,-,0.0002,-,-,-,-,6.2182,-,-,0,18:30:34 CT 02 Feb 2021,8750.0,2022-09-01
18:30:45 CT 02 Feb 2021,0,-,-,0.0003,-,-,-,-,5.9683,-,-,0,18:30:06 CT 02 Feb 2021,8500.0,2022-09-01
18:30:26 CT 02 Feb 2021,0,-,-,0.0004,-,-,-,-,5.7184,-,-,0,18:31:10 CT 02 Feb 2021,8250.0,2022-09-01
18:30:45 CT 02 Feb 2021,0,-,-,0.0005,-,-,-,-,5.4685,-,-,0,18:30:37 CT 02 Feb 2021,8000.0,2022-09-01
18:29:56 CT 02 Feb 2021,0,-,-,0.0007,-,-,-,-,5.2187,-,-,0,18:30:05 CT 02 Feb 2021,7750.0,2022-09-01
18:30:04 CT 02 Feb 2021,0,-,-,0.0008,-,-,-,-,5.1188,-,-,0,18:31:14 CT 02 Feb 2021,7650.0,2022-09-01
18:31:22 CT 02 Feb 2021,0,-,-,0.0008,-,-,-,-,5.0688,-,-,0,18:30:44 CT 02 Feb 2021,7600.0,2022-09-01
18:31:10 CT 02 Feb 2021,0,-,-,0.0009,-,-,-,-,5.0189,-,-,0,18:29:08 CT 02 Feb 2021,7550.0,2022-09-01
18:30:45 CT 02 Feb 2021,0,-,-,0.0009,-,-,-,-,4.9689,-,-,0,18:30:23 CT 02 Feb 2021,7500.0,2022-09-01
18:31:05 CT 02 Feb 2021,0,-,-,0.001,-,-,-,-,4.919,-,-,0,18:30:51 CT 02 Feb 2021,7450.0,2022-09-01
18:31:31 CT 02 Feb 2021,0,-,-,0.001,-,-,-,-,4.869,-,-,0,18:31:27 CT 02 Feb 2021,7400.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0011,-,-,-,-,4.8191,-,-,0,18:29:36 CT 02 Feb 2021,7350.0,2022-09-01
18:31:35 CT 02 Feb 2021,0,-,-,0.0012,-,-,-,-,4.7692,-,-,0,18:31:37 CT 02 Feb 2021,7300.0,2022-09-01
18:29:42 CT 02 Feb 2021,0,-,-,0.0012,-,-,-,-,4.7192,-,-,0,18:31:20 CT 02 Feb 2021,7250.0,2022-09-01
18:30:50 CT 02 Feb 2021,0,-,-,0.0013,-,-,-,-,4.6693,-,-,0,18:30:48 CT 02 Feb 2021,7200.0,2022-09-01
18:30:44 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,8.468,-,-,0,18:30:08 CT 02 Feb 2021,11000.0,2022-09-01
18:30:01 CT 02 Feb 2021,0,-,-,0.0014,-,-,-,-,4.6194,-,-,0,18:29:13 CT 02 Feb 2021,7150.0,2022-09-01
18:31:15 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,8.718,-,-,0,18:29:53 CT 02 Feb 2021,11250.0,2022-09-01
18:30:32 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,9.218,-,-,0,18:29:37 CT 02 Feb 2021,11750.0,2022-09-01
18:31:10 CT 02 Feb 2021,0,-,-,0.0094,-,-,-,-,1.8774,-,-,0,18:30:52 CT 02 Feb 2021,4400.0,2022-09-01
18:31:11 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,14.968,-,-,0,18:30:44 CT 02 Feb 2021,17500.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,14.718,-,-,0,18:31:28 CT 02 Feb 2021,17250.0,2022-09-01
18:29:38 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,14.218,-,-,0,18:30:22 CT 02 Feb 2021,16750.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,13.968,-,-,0,18:31:04 CT 02 Feb 2021,16500.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,13.718,-,-,0,18:31:12 CT 02 Feb 2021,16250.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,13.468,-,-,0,18:29:18 CT 02 Feb 2021,16000.0,2022-09-01
18:30:57 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,13.218,-,-,0,18:30:17 CT 02 Feb 2021,15750.0,2022-09-01
18:30:27 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,12.968,-,-,0,18:30:58 CT 02 Feb 2021,15500.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,12.718,-,-,0,18:30:53 CT 02 Feb 2021,15250.0,2022-09-01
18:29:35 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,12.468,-,-,0,18:29:39 CT 02 Feb 2021,15000.0,2022-09-01
18:29:39 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,12.218,-,-,0,18:29:08 CT 02 Feb 2021,14750.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,11.968,-,-,0,18:30:53 CT 02 Feb 2021,14500.0,2022-09-01
18:29:12 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,11.718,-,-,0,18:29:59 CT 02 Feb 2021,14250.0,2022-09-01
18:31:19 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,11.468,-,-,0,18:29:30 CT 02 Feb 2021,14000.0,2022-09-01
18:30:34 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,11.218,-,-,0,18:30:53 CT 02 Feb 2021,13750.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,10.968,-,-,0,18:31:34 CT 02 Feb 2021,13500.0,2022-09-01
18:29:37 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,10.718,-,-,0,18:30:28 CT 02 Feb 2021,13250.0,2022-09-01
18:31:25 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,10.468,-,-,0,18:30:53 CT 02 Feb 2021,13000.0,2022-09-01
18:30:58 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,10.218,-,-,0,18:30:13 CT 02 Feb 2021,12750.0,2022-09-01
18:30:32 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,9.968,-,-,0,18:31:16 CT 02 Feb 2021,12500.0,2022-09-01
18:31:36 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,9.718,-,-,0,18:29:39 CT 02 Feb 2021,12250.0,2022-09-01
18:30:44 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,9.468,-,-,0,18:30:49 CT 02 Feb 2021,12000.0,2022-09-01
18:30:15 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,8.968,-,-,0,18:30:34 CT 02 Feb 2021,11500.0,2022-09-01
18:29:20 CT 02 Feb 2021,0,-,-,0.0015,-,-,-,-,4.5695,-,-,0,18:31:36 CT 02 Feb 2021,7100.0,2022-09-01
18:29:55 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,14.468,-,-,0,18:30:37 CT 02 Feb 2021,17000.0,2022-09-01
18:30:27 CT 02 Feb 2021,0,-,-,0.0017,-,-,-,-,4.4697,-,-,0,18:30:49 CT 02 Feb 2021,7000.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0034,-,-,-,-,3.0714,-,-,0,18:30:59 CT 02 Feb 2021,5600.0,2022-09-01
18:30:15 CT 02 Feb 2021,0,-,-,0.0035,-,-,-,-,3.0215,-,-,0,18:30:54 CT 02 Feb 2021,5550.0,2022-09-01
18:29:38 CT 02 Feb 2021,0,-,-,0.0036,-,-,-,-,2.9716,-,-,0,18:30:49 CT 02 Feb 2021,5500.0,2022-09-01
18:30:50 CT 02 Feb 2021,0,-,-,0.0037,-,-,-,-,2.9217,-,-,0,18:30:51 CT 02 Feb 2021,5450.0,2022-09-01
18:29:56 CT 02 Feb 2021,0,-,-,0.0038,-,-,-,-,2.8718,-,-,0,18:29:53 CT 02 Feb 2021,5400.0,2022-09-01
18:30:16 CT 02 Feb 2021,0,-,-,0.0039,-,-,-,-,2.8219,-,-,0,18:31:00 CT 02 Feb 2021,5350.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.004,-,-,-,-,2.772,-,-,0,18:30:49 CT 02 Feb 2021,5300.0,2022-09-01
18:31:13 CT 02 Feb 2021,0,-,-,0.0041,-,-,-,-,2.7221,-,-,0,18:30:56 CT 02 Feb 2021,5250.0,2022-09-01
18:29:46 CT 02 Feb 2021,0,-,-,0.0043,-,-,-,-,2.6723,-,-,0,18:31:36 CT 02 Feb 2021,5200.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0044,-,-,-,-,2.6224,-,-,0,18:30:54 CT 02 Feb 2021,5150.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0034,-,-,-,-,3.1214,-,-,0,18:30:44 CT 02 Feb 2021,5650.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0045,-,-,-,-,2.5725,-,-,0,18:30:28 CT 02 Feb 2021,5100.0,2022-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0037,-,-,-,-,2.4729,-,-,0,18:30:22 CT 02 Feb 2021,5000.0,2022-09-01
18:29:28 CT 02 Feb 2021,0,-,-,0.0051,-,-,-,-,2.4231,-,-,0,18:29:29 CT 02 Feb 2021,4950.0,2022-09-01
18:31:34 CT 02 Feb 2021,0,-,-,0.0053,-,-,-,-,2.3733,-,-,0,18:30:53 CT 02 Feb 2021,4900.0,2022-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.004,-,-,-,-,2.3235,-,-,0,18:30:25 CT 02 Feb 2021,4850.0,2022-09-01
18:31:27 CT 02 Feb 2021,0,-,-,0.0058,-,-,-,-,2.2738,-,-,0,18:30:49 CT 02 Feb 2021,4800.0,2022-09-01
18:30:39 CT 02 Feb 2021,0,-,-,0.0061,-,-,-,-,2.2241,-,-,0,18:30:50 CT 02 Feb 2021,4750.0,2022-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0045,-,-,-,-,2.1744,-,-,0,18:31:26 CT 02 Feb 2021,4700.0,2022-09-01
18:30:12 CT 02 Feb 2021,0,-,-,0.0068,-,-,-,-,2.1248,-,-,0,18:30:25 CT 02 Feb 2021,4650.0,2022-09-01
18:31:07 CT 02 Feb 2021,0,-,-,0.0072,-,-,-,-,2.0752,-,-,0,18:29:49 CT 02 Feb 2021,4600.0,2022-09-01
18:30:03 CT 02 Feb 2021,0,-,-,0.0016,-,-,-,-,4.5196,-,-,0,18:29:38 CT 02 Feb 2021,7050.0,2022-09-01
18:29:56 CT 02 Feb 2021,0,-,-,0.0047,-,-,-,-,2.5227,-,-,0,18:30:24 CT 02 Feb 2021,5050.0,2022-09-01
18:30:50 CT 02 Feb 2021,0,-,-,0.0033,-,-,-,-,3.1713,-,-,0,18:30:51 CT 02 Feb 2021,5700.0,2022-09-01
18:30:54 CT 02 Feb 2021,0,-,-,0.0077,-,-,-,-,2.0257,-,-,0,18:30:49 CT 02 Feb 2021,4550.0,2022-09-01
18:31:10 CT 02 Feb 2021,0,-,-,0.0032,-,-,-,-,3.2712,-,-,0,18:30:25 CT 02 Feb 2021,5800.0,2022-09-01
18:30:50 CT 02 Feb 2021,0,-,-,0.0018,-,-,-,-,4.4198,-,-,0,18:29:57 CT 02 Feb 2021,6950.0,2022-09-01
18:31:16 CT 02 Feb 2021,0,-,-,0.0032,-,-,-,-,3.2212,-,-,0,18:29:17 CT 02 Feb 2021,5750.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0019,-,-,-,-,4.3699,-,-,0,18:29:48 CT 02 Feb 2021,6900.0,2022-09-01
18:30:31 CT 02 Feb 2021,0,-,-,0.002,-,-,-,-,4.32,-,-,0,18:29:27 CT 02 Feb 2021,6850.0,2022-09-01
18:29:20 CT 02 Feb 2021,0,-,-,0.0021,-,-,-,-,4.2701,-,-,0,18:30:59 CT 02 Feb 2021,6800.0,2022-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0022,-,-,-,-,4.2202,-,-,0,18:30:59 CT 02 Feb 2021,6750.0,2022-09-01
18:31:21 CT 02 Feb 2021,0,-,-,0.0023,-,-,-,-,4.1703,-,-,0,18:31:34 CT 02 Feb 2021,6700.0,2022-09-01
18:29:57 CT 02 Feb 2021,0,-,-,0.0023,-,-,-,-,4.1203,-,-,0,18:29:54 CT 02 Feb 2021,6650.0,2022-09-01
18:31:27 CT 02 Feb 2021,0,-,-,0.0023,-,-,-,-,4.0703,-,-,0,18:31:34 CT 02 Feb 2021,6600.0,2022-09-01
18:30:44 CT 02 Feb 2021,0,-,-,0.0024,-,-,-,-,4.0204,-,-,0,18:30:53 CT 02 Feb 2021,6550.0,2022-09-01
18:29:13 CT 02 Feb 2021,0,-,-,0.0024,-,-,-,-,3.9704,-,-,0,18:31:17 CT 02 Feb 2021,6500.0,2022-09-01
18:29:43 CT 02 Feb 2021,0,-,-,0.0024,-,-,-,-,3.9204,-,-,0,18:30:51 CT 02 Feb 2021,6450.0,2022-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0058,-,-,-,-,1.9762,-,-,0,18:30:00 CT 02 Feb 2021,4500.0,2022-09-01
18:29:22 CT 02 Feb 2021,0,-,-,0.0025,-,-,-,-,3.8205,-,-,0,18:31:23 CT 02 Feb 2021,6350.0,2022-09-01
18:31:34 CT 02 Feb 2021,0,-,-,0.0025,-,-,-,-,3.8705,-,-,0,18:30:44 CT 02 Feb 2021,6400.0,2022-09-01
18:30:24 CT 02 Feb 2021,0,-,-,0.003,-,-,-,-,3.371,-,-,0,18:29:59 CT 02 Feb 2021,5900.0,2022-09-01
18:30:22 CT 02 Feb 2021,0,-,-,0.003,-,-,-,-,3.421,-,-,0,18:29:26 CT 02 Feb 2021,5950.0,2022-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0028,-,-,-,-,3.4709,-,-,0,18:29:12 CT 02 Feb 2021,6000.0,2022-09-01
18:30:04 CT 02 Feb 2021,0,-,-,0.0029,-,-,-,-,3.5209,-,-,0,18:31:01 CT 02 Feb 2021,6050.0,2022-09-01
18:29:46 CT 02 Feb 2021,0,-,-,0.0031,-,-,-,-,3.3211,-,-,0,18:31:33 CT 02 Feb 2021,5850.0,2022-09-01
18:31:02 CT 02 Feb 2021,0,-,-,0.0027,-,-,-,-,3.6207,-,-,0,18:31:16 CT 02 Feb 2021,6150.0,2022-09-01
18:29:58 CT 02 Feb 2021,0,-,-,0.0027,-,-,-,-,3.6707,-,-,0,18:29:59 CT 02 Feb 2021,6200.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0026,-,-,-,-,3.7706,-,-,0,18:29:54 CT 02 Feb 2021,6300.0,2022-09-01
18:30:45 CT 02 Feb 2021,0,-,-,0.0026,-,-,-,-,3.7206,-,-,0,18:29:48 CT 02 Feb 2021,6250.0,2022-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0028,-,-,-,-,3.5708,-,-,0,18:31:04 CT 02 Feb 2021,6100.0,2022-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1032,-,-,-,-,0.6846,-,-,0,18:30:58 CT 02 Feb 2021,3100.0,2022-10-01
18:30:59 CT 02 Feb 2021,0,-,-,0.1134,-,-,-,-,0.6454,-,-,0,18:29:20 CT 02 Feb 2021,3050.0,2022-10-01
18:29:08 CT 02 Feb 2021,0,-,-,0.1227,-,-,-,-,0.6147,-,-,0,18:29:07 CT 02 Feb 2021,3010.0,2022-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1262,-,-,-,-,0.6071,-,-,0,18:29:18 CT 02 Feb 2021,3000.0,2022-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1338,-,-,-,-,0.5846,-,-,0,18:31:27 CT 02 Feb 2021,2970.0,2022-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1364,-,-,-,-,0.5773,-,-,0,18:30:56 CT 02 Feb 2021,2960.0,2022-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1391,-,-,-,-,0.5699,-,-,0,18:30:23 CT 02 Feb 2021,2950.0,2022-10-01
08:20:18 CT 03 Feb 2021,0,-,-,0.1418,-,-,-,-,0.5625,-,-,0,18:30:18 CT 02 Feb 2021,2940.0,2022-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1531,-,-,-,-,0.5336,-,-,0,18:29:40 CT 02 Feb 2021,2900.0,2022-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.162,-,-,-,-,0.5124,-,-,0,18:30:32 CT 02 Feb 2021,2870.0,2022-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1651,-,-,-,-,0.5054,-,-,0,18:29:50 CT 02 Feb 2021,2860.0,2022-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1682,-,-,-,-,0.4985,-,-,0,18:30:38 CT 02 Feb 2021,2850.0,2022-10-01
18:31:01 CT 02 Feb 2021,0,-,-,0.0929,-,-,-,-,0.7249,-,-,0,18:31:03 CT 02 Feb 2021,3150.0,2022-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1913,-,-,-,-,0.4513,-,-,0,18:29:40 CT 02 Feb 2021,2780.0,2022-10-01
08:20:18 CT 03 Feb 2021,0,-,-,0.1948,-,-,-,-,0.4448,-,-,0,18:30:20 CT 02 Feb 2021,2770.0,2022-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.2019,-,-,-,-,0.4357,-,-,0,08:20:17 CT 03 Feb 2021,2750.0,2022-10-01
